CodigoProvincia;CodigoCanton;CodigoParroquia;NombreProvincia;NombreCanton;NombreParroquia
15;07;53;NAPO;QUIJOS;PAPALLACTA
15;07;54;NAPO;QUIJOS;SAN FRANCISCO DE BORJA
15;07;56;NAPO;QUIJOS;SUMACO
15;09;50;NAPO;CARLOS JULIO AROSEMENA TOLA;CARLOS JULIO AROSEMENA TOLA
16;01;50;PASTAZA;PASTAZA;PUYO
16;01;52;PASTAZA;PASTAZA;CANELOS
16;01;54;PASTAZA;PASTAZA;DIEZ DE AGOSTO
16;01;55;PASTAZA;PASTAZA;FATIMA
16;01;56;PASTAZA;PASTAZA;MONTALVO
16;01;57;PASTAZA;PASTAZA;POMONA
16;01;58;PASTAZA;PASTAZA;RIO CORRIENTES
16;01;59;PASTAZA;PASTAZA;RIO TIGRE
16;01;61;PASTAZA;PASTAZA;SARAYACU
16;01;62;PASTAZA;PASTAZA;SIMON BOLIVAR
16;01;63;PASTAZA;PASTAZA;TARQUI
16;01;64;PASTAZA;PASTAZA;TENIENTE HUGO ORTIZ
16;01;65;PASTAZA;PASTAZA;VERACRUZ
16;01;66;PASTAZA;PASTAZA;EL TRIUNFO
16;02;50;PASTAZA;MERA;MERA
16;02;51;PASTAZA;MERA;MADRE TIERRA
16;02;52;PASTAZA;MERA;SHELL
16;03;50;PASTAZA;SANTA CLARA;SANTA CLARA
16;03;51;PASTAZA;SANTA CLARA;SAN JOSE
16;04;50;PASTAZA;ARAJUNO;ARAJUNO
16;04;51;PASTAZA;ARAJUNO;CURARAY
17;01;50;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;QUITO
17;01;51;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ALANGASI
17;01;52;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;AMAGUAÑA
17;01;53;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ATAHUALPA
17;01;54;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CALACALI
17;01;55;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CALDERON
17;01;56;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CONOCOTO
17;01;57;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CUMBAYA
17;01;58;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CHAVEZPAMBA
17;01;59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;CHECA
17;01;60;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;EL QUINCHE
17;01;61;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUALEA
17;01;62;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUANGOPOLO
17;01;63;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;GUAYLLABAMBA
17;01;64;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LA MERCED
17;01;65;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LLANO CHICO
17;01;66;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;LLOA
17;01;68;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NANEGAL
17;01;69;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NANEGALITO
17;01;70;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NAYON
17;01;71;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;NONO
17;01;72;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PACTO
17;01;74;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PERUCHO
17;01;75;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PIFO
17;01;76;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PINTAG
17;01;77;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;POMASQUI
17;01;78;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PUELLARO
17;01;79;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;PUEMBO
17;01;80;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;SAN ANTONIO
17;01;81;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;SAN JOSE DE MINAS
17;01;83;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;TABABELA
17;01;84;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;TUMBACO
17;01;85;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;YARUQUI
17;01;86;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;ZAMBIZA
17;02;50;PICHINCHA;CAYAMBE;CAYAMBE
17;02;51;PICHINCHA;CAYAMBE;ASCAZUBI
17;02;52;PICHINCHA;CAYAMBE;CANGAHUA
17;02;53;PICHINCHA;CAYAMBE;OLMEDO
17;02;54;PICHINCHA;CAYAMBE;OTON
17;02;55;PICHINCHA;CAYAMBE;SANTA ROSA DE CUZUBAMBA
17;02;56;PICHINCHA;CAYAMBE;SAN JOSE DE AYORA
17;03;50;PICHINCHA;MEJIA;MACHACHI
17;03;51;PICHINCHA;MEJIA;ALOAG
17;03;52;PICHINCHA;MEJIA;ALOASI
17;03;53;PICHINCHA;MEJIA;CUTUGLAHUA
17;03;54;PICHINCHA;MEJIA;EL CHAUPI
17;03;55;PICHINCHA;MEJIA;MANUEL CORNEJO ASTORGA
17;03;56;PICHINCHA;MEJIA;TAMBILLO
17;03;57;PICHINCHA;MEJIA;UYUMBICHO
17;04;50;PICHINCHA;PEDRO MONCAYO;TABACUNDO
17;04;51;PICHINCHA;PEDRO MONCAYO;LA ESPERANZA
17;04;52;PICHINCHA;PEDRO MONCAYO;MALCHINGUI
17;04;53;PICHINCHA;PEDRO MONCAYO;TOCACHI
17;04;54;PICHINCHA;PEDRO MONCAYO;TUPIGACHI
17;05;50;PICHINCHA;RUMIÑAHUI;SANGOLQUI
17;05;51;PICHINCHA;RUMIÑAHUI;COTOGCHOA
17;05;52;PICHINCHA;RUMIÑAHUI;RUMIPAMBA
17;07;50;PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS
17;07;51;PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO
17;08;50;PICHINCHA;PEDRO VICENTE MALDONADO;PEDRO VICENTE MALDONADO
17;09;50;PICHINCHA;PUERTO QUITO;PUERTO QUITO
18;01;50;TUNGURAHUA;AMBATO;AMBATO
18;01;51;TUNGURAHUA;AMBATO;AMBATILLO
18;01;52;TUNGURAHUA;AMBATO;ATAHUALPA
18;01;53;TUNGURAHUA;AMBATO;AUGUSTO N. MARTINEZ
18;01;54;TUNGURAHUA;AMBATO;CONSTANTINO FERNANDEZ
18;01;55;TUNGURAHUA;AMBATO;HUACHI GRANDE
18;01;56;TUNGURAHUA;AMBATO;IZAMBA
18;01;57;TUNGURAHUA;AMBATO;JUAN BENIGNO VELA
18;01;58;TUNGURAHUA;AMBATO;MONTALVO
18;01;59;TUNGURAHUA;AMBATO;PASA
18;01;60;TUNGURAHUA;AMBATO;PICAIHUA
18;01;61;TUNGURAHUA;AMBATO;PILAGÜIN (PILAHUIN)
18;01;62;TUNGURAHUA;AMBATO;QUISAPINCHA
18;01;63;TUNGURAHUA;AMBATO;SAN BARTOLOME DE PINLLO
18;01;64;TUNGURAHUA;AMBATO;SAN FERNANDO
18;01;65;TUNGURAHUA;AMBATO;SANTA ROSA
18;01;66;TUNGURAHUA;AMBATO;TOTORAS
18;01;67;TUNGURAHUA;AMBATO;CUNCHIBAMBA
18;01;68;TUNGURAHUA;AMBATO;UNAMUNCHO
18;02;50;TUNGURAHUA;BAÑOS DE AGUA SANTA;BAÑOS
18;02;51;TUNGURAHUA;BAÑOS DE AGUA SANTA;LLIGUA
18;02;52;TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO
18;02;53;TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO VERDE
18;02;54;TUNGURAHUA;BAÑOS DE AGUA SANTA;ULBA
18;03;50;TUNGURAHUA;CEVALLOS;CEVALLOS
18;04;50;TUNGURAHUA;MOCHA;MOCHA
18;04;51;TUNGURAHUA;MOCHA;PINGUILI
18;05;50;TUNGURAHUA;PATATE;PATATE
18;05;51;TUNGURAHUA;PATATE;EL TRIUNFO
18;05;52;TUNGURAHUA;PATATE;LOS ANDES
18;05;53;TUNGURAHUA;PATATE;SUCRE
18;06;50;TUNGURAHUA;QUERO;QUERO
18;06;51;TUNGURAHUA;QUERO;RUMIPAMBA
18;06;52;TUNGURAHUA;QUERO;YANAYACU-MOCHAPATA
18;07;50;TUNGURAHUA;SAN PEDRO DE PELILEO;PELILEO
18;07;51;TUNGURAHUA;SAN PEDRO DE PELILEO;BENITEZ
18;07;52;TUNGURAHUA;SAN PEDRO DE PELILEO;BOLIVAR
18;07;53;TUNGURAHUA;SAN PEDRO DE PELILEO;COTALO
18;07;54;TUNGURAHUA;SAN PEDRO DE PELILEO;CHIQUICHA
18;07;55;TUNGURAHUA;SAN PEDRO DE PELILEO;EL ROSARIO
18;07;56;TUNGURAHUA;SAN PEDRO DE PELILEO;GARCIA MORENO
18;07;57;TUNGURAHUA;SAN PEDRO DE PELILEO;GUAMBALO
18;07;58;TUNGURAHUA;SAN PEDRO DE PELILEO;SALASACA
18;08;50;TUNGURAHUA;SANTIAGO DE PILLARO;PILLARO
18;08;51;TUNGURAHUA;SANTIAGO DE PILLARO;BAQUERIZO MORENO
18;08;52;TUNGURAHUA;SANTIAGO DE PILLARO;EMILIO MARIA TERAN
18;08;53;TUNGURAHUA;SANTIAGO DE PILLARO;MARCOS ESPINEL
18;08;54;TUNGURAHUA;SANTIAGO DE PILLARO;PRESIDENTE URBINA
18;08;55;TUNGURAHUA;SANTIAGO DE PILLARO;SAN ANDRES
18;08;56;TUNGURAHUA;SANTIAGO DE PILLARO;SAN JOSE DE POALO
18;08;57;TUNGURAHUA;SANTIAGO DE PILLARO;SAN MIGUELITO
18;09;50;TUNGURAHUA;TISALEO;TISALEO
18;09;51;TUNGURAHUA;TISALEO;QUINCHICOTO
19;01;50;ZAMORA CHINCHIPE;ZAMORA;ZAMORA
19;01;51;ZAMORA CHINCHIPE;ZAMORA;CUMBARATZA
19;01;52;ZAMORA CHINCHIPE;ZAMORA;GUADALUPE
19;01;53;ZAMORA CHINCHIPE;ZAMORA;IMBANA
19;01;55;ZAMORA CHINCHIPE;ZAMORA;SABANILLA
19;01;56;ZAMORA CHINCHIPE;ZAMORA;TIMBARA
19;01;58;ZAMORA CHINCHIPE;ZAMORA;SAN CARLOS DE LAS MINAS
19;02;50;ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA
19;02;51;ZAMORA CHINCHIPE;CHINCHIPE;CHITO
19;02;52;ZAMORA CHINCHIPE;CHINCHIPE;EL CHORRO
19;02;54;ZAMORA CHINCHIPE;CHINCHIPE;LA CHONTA
19;02;56;ZAMORA CHINCHIPE;CHINCHIPE;PUCAPAMBA
19;02;59;ZAMORA CHINCHIPE;CHINCHIPE;SAN ANDRES
19;03;50;ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI
19;03;51;ZAMORA CHINCHIPE;NANGARITZA;ZURMI
19;03;52;ZAMORA CHINCHIPE;NANGARITZA;NUEVO PARAISO
19;03;53;ZAMORA CHINCHIPE;NANGARITZA;NANKAIS
19;04;50;ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO
19;04;51;ZAMORA CHINCHIPE;YACUAMBI;LA PAZ
19;04;52;ZAMORA CHINCHIPE;YACUAMBI;TUTUPALI
19;05;50;ZAMORA CHINCHIPE;YANTZAZA;YANTZAZA
19;05;51;ZAMORA CHINCHIPE;YANTZAZA;CHICAÑA
19;05;53;ZAMORA CHINCHIPE;YANTZAZA;LOS ENCUENTROS
19;06;50;ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI
19;06;51;ZAMORA CHINCHIPE;EL PANGUI;EL GUISME
19;06;52;ZAMORA CHINCHIPE;EL PANGUI;PACHICUTZA
19;06;53;ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME
19;07;50;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;ZUMBI
19;07;52;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;TRIUNFO DORADO
19;07;53;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;PANGUINTZA
19;08;50;ZAMORA CHINCHIPE;PALANDA;PALANDA
19;08;51;ZAMORA CHINCHIPE;PALANDA;EL PORVENIR DEL CARMEN
19;08;52;ZAMORA CHINCHIPE;PALANDA;SAN FRANCISCO DEL VERGEL
19;08;53;ZAMORA CHINCHIPE;PALANDA;VALLADOLID
19;08;54;ZAMORA CHINCHIPE;PALANDA;LA CANELA
19;09;50;ZAMORA CHINCHIPE;PAQUISHA;PAQUISHA
19;09;51;ZAMORA CHINCHIPE;PAQUISHA;BELLAVISTA
19;09;52;ZAMORA CHINCHIPE;PAQUISHA;NUEVO QUITO
20;01;50;GALAPAGOS;SAN CRISTOBAL;PUERTO BAQUERIZO MORENO
20;01;51;GALAPAGOS;SAN CRISTOBAL;EL PROGRESO
20;01;52;GALAPAGOS;SAN CRISTOBAL;ISLA SANTA MARIA FLOREANA
20;02;50;GALAPAGOS;ISABELA;PUERTO VILLAMIL
20;02;51;GALAPAGOS;ISABELA;TOMAS DE BERLANGA
20;03;50;GALAPAGOS;SANTA CRUZ;PUERTO AYORA
20;03;51;GALAPAGOS;SANTA CRUZ;BELLA VISTA
20;03;52;GALAPAGOS;SANTA CRUZ;SANTA ROSA
21;01;50;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA
21;01;52;SUCUMBIOS;LAGO AGRIO;DURENO
21;01;53;SUCUMBIOS;LAGO AGRIO;GENERAL FARFAN
21;01;55;SUCUMBIOS;LAGO AGRIO;EL ENO
21;01;56;SUCUMBIOS;LAGO AGRIO;PACAYACU
21;01;57;SUCUMBIOS;LAGO AGRIO;JAMBELI
21;01;58;SUCUMBIOS;LAGO AGRIO;SANTA CECILIA
21;01;60;SUCUMBIOS;LAGO AGRIO;10 DE AGOSTO
21;02;50;SUCUMBIOS;GONZALO PIZARRO;LUMBAQUI
21;02;51;SUCUMBIOS;GONZALO PIZARRO;EL REVENTADOR
21;02;52;SUCUMBIOS;GONZALO PIZARRO;GONZALO PIZARRO
21;02;54;SUCUMBIOS;GONZALO PIZARRO;PUERTO LIBRE
21;03;50;SUCUMBIOS;PUTUMAYO;PUERTO EL CARMEN DE PUTUMAYO
21;03;51;SUCUMBIOS;PUTUMAYO;PALMA ROJA
21;03;52;SUCUMBIOS;PUTUMAYO;PUERTO BOLIVAR
21;03;53;SUCUMBIOS;PUTUMAYO;PUERTO RODRIGUEZ
21;03;54;SUCUMBIOS;PUTUMAYO;SANTA ELENA
21;03;55;SUCUMBIOS;PUTUMAYO;SANSAHUARI
21;04;50;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI
21;04;51;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA
21;04;52;SUCUMBIOS;SHUSHUFINDI;PAÑACOCHA
21;04;53;SUCUMBIOS;SHUSHUFINDI;SAN ROQUE
21;04;54;SUCUMBIOS;SHUSHUFINDI;SAN PEDRO DE LOS COFANES
21;04;55;SUCUMBIOS;SHUSHUFINDI;SIETE DE JULIO
21;05;50;SUCUMBIOS;SUCUMBIOS;LA BONITA
21;05;51;SUCUMBIOS;SUCUMBIOS;EL PLAYON DE SAN FRANCISCO
21;05;52;SUCUMBIOS;SUCUMBIOS;LA SOFIA
21;05;53;SUCUMBIOS;SUCUMBIOS;ROSA FLORIDA
21;05;54;SUCUMBIOS;SUCUMBIOS;SANTA BARBARA
21;06;50;SUCUMBIOS;CASCALES;EL DORADO DE CASCALES
21;06;51;SUCUMBIOS;CASCALES;SANTA ROSA DE SUCUMBIOS
21;06;52;SUCUMBIOS;CASCALES;SEVILLA
21;06;53;SUCUMBIOS;CASCALES;NUEVA TRONCAL
21;07;50;SUCUMBIOS;CUYABENO;TARAPOA
21;07;51;SUCUMBIOS;CUYABENO;CUYABENO
21;07;52;SUCUMBIOS;CUYABENO;AGUAS NEGRAS
22;01;50;ORELLANA;FRANCISCO DE ORELLANA;EL COCA (PUERTO FRANCISCO DE ORELLANA)
22;01;51;ORELLANA;FRANCISCO DE ORELLANA;DAYUMA
22;01;52;ORELLANA;FRANCISCO DE ORELLANA;TARACOA
22;01;53;ORELLANA;FRANCISCO DE ORELLANA;ALEJANDRO LABAKA
22;01;54;ORELLANA;FRANCISCO DE ORELLANA;EL DORADO
22;01;55;ORELLANA;FRANCISCO DE ORELLANA;EL EDEN
22;01;56;ORELLANA;FRANCISCO DE ORELLANA;GARCIA MORENO
22;01;57;ORELLANA;FRANCISCO DE ORELLANA;INES ARANGO
22;01;58;ORELLANA;FRANCISCO DE ORELLANA;LA BELLEZA
22;01;59;ORELLANA;FRANCISCO DE ORELLANA;NUEVO PARAISO
22;01;60;ORELLANA;FRANCISCO DE ORELLANA;SAN JOSE DE GUAYUSA
22;01;61;ORELLANA;FRANCISCO DE ORELLANA;SAN LUIS DE ARMENIA
22;02;50;ORELLANA;AGUARICO;NUEVO ROCAFUERTE
22;02;51;ORELLANA;AGUARICO;CAPITAN AUGUSTO RIVADENEYRA
22;02;52;ORELLANA;AGUARICO;CONONACO
22;02;53;ORELLANA;AGUARICO;SANTA MARIA DE HUIRIRIMA
22;02;54;ORELLANA;AGUARICO;TIPUTINI
22;02;55;ORELLANA;AGUARICO;YASUNI
22;03;50;ORELLANA;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS
22;03;51;ORELLANA;LA JOYA DE LOS SACHAS;ENOKANQUI
22;03;52;ORELLANA;LA JOYA DE LOS SACHAS;POMPEYA
22;03;53;ORELLANA;LA JOYA DE LOS SACHAS;SAN CARLOS
22;03;54;ORELLANA;LA JOYA DE LOS SACHAS;SAN SEBASTIAN DEL COCA
22;03;55;ORELLANA;LA JOYA DE LOS SACHAS;LAGO SAN PEDRO
22;03;56;ORELLANA;LA JOYA DE LOS SACHAS;RUMIPAMBA
22;03;57;ORELLANA;LA JOYA DE LOS SACHAS;TRES DE NOVIEMBRE
22;03;58;ORELLANA;LA JOYA DE LOS SACHAS;UNION MILAGREÑA
22;04;50;ORELLANA;LORETO;LORETO
22;04;51;ORELLANA;LORETO;AVILA
22;04;52;ORELLANA;LORETO;PUERTO MURIALDO
22;04;53;ORELLANA;LORETO;SAN JOSE DE PAYAMINO
22;04;54;ORELLANA;LORETO;SAN JOSE DE DAHUANO
22;04;55;ORELLANA;LORETO;SAN VICENTE DE HUATICOCHA
23;01;50;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS
23;01;51;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;ALLURIQUIN
23;01;52;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;PUERTO LIMON
23;01;53;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;LUZ DE AMERICA
23;01;54;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SAN JACINTO DEL BUA
23;01;55;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO
23;01;56;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;EL ESFUERZO
23;01;57;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTA MARIA DEL TOACHI
23;02;50;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA
23;02;51;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;MONTERREY
23;02;52;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA VILLEGAS
23;02;53;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;PLAN PILOTO
24;01;50;SANTA ELENA;SANTA ELENA;SANTA ELENA
24;01;51;SANTA ELENA;SANTA ELENA;ATAHUALPA
24;01;52;SANTA ELENA;SANTA ELENA;COLONCHE
24;01;53;SANTA ELENA;SANTA ELENA;CHANDUY
24;01;54;SANTA ELENA;SANTA ELENA;MANGLARALTO
24;01;55;SANTA ELENA;SANTA ELENA;SIMON BOLIVAR
24;01;56;SANTA ELENA;SANTA ELENA;SAN JOSE DE ANCON
24;02;50;SANTA ELENA;LA LIBERTAD;LA LIBERTAD
24;03;50;SANTA ELENA;SALINAS;SALINAS
24;03;51;SANTA ELENA;SALINAS;ANCONCITO
24;03;52;SANTA ELENA;SALINAS;JOSE LUIS TAMAYO
90;01;51;ZONAS NO DELIMITADAS;ZONAS NO DELIMITADAS;LAS GOLONDRINAS
90;03;51;ZONAS NO DELIMITADAS;ZONAS NO DELIMITADAS;MANGA DEL CURA
90;04;51;ZONAS NO DELIMITADAS;ZONAS NO DELIMITADAS;EL PIEDRERO
